Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
finding-ferdinand-nolita-lip-color,Nolita Mini Lip Stick,"<meta charset=""utf-8"">
<h3><img src=""//cdn.shopify.com/s/files/1/1099/1078/files/As_seen_on_the_Color_Guide_3_large.png?v=1500507794"" alt=""""></h3>
<p>Nolita is a matte shade inspired by Kat von D's Lolita II, and reimagines the liquid lipstick as a solid matte shade.</p>
<p><strong><a href=""https://www.findingferdinand.com/blogs/color-guide/dupealerte-7-lolita-2-nolita"">Learn how to recreate this color on our Color Guide.</a> </strong></p>
<meta charset=""utf-8"">
<p>In our 'DupeAlerte' series, we're re-imagining the most popular colors seen online using the <a href=""https://itunes.apple.com/us/app/finding-ferdinand-custom-lipstick-beauty/id1193085629?mt=8"" target=""_blank"" rel=""noopener noreferrer"">Finding Ferdinand Lipstick &amp; Beauty App</a>! If you have a new favorite color you would like us to recreate, email us at <a target=""_blank"" href=""mailto:hello@findingferdinand.com"" rel=""noopener noreferrer"">hello@findingferdinand.com</a>.</p>
<p> <img src=""//cdn.shopify.com/s/files/1/1099/1078/files/Nolita_Dupe_Body_large.jpg?v=1496791699"" alt=""""></p>
<p> </p>
<h3 class=""p1""><b>PRODUCT DETAILS:</b></h3>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Net Weight: 0.04 oz</li>
<li class=""li1"">
<span class=""s1""></span>Dimensions: 15mm x 15mm x 55.3mm</li>
<li class=""li1"">
<span class=""s1""></span>High-pigment for long lasting wear</li>
<li class=""li1"">
<span class=""s1""></span>Moisturizing blend of botanical oils that allow lip colors to apply smoothly</li>
</ul>
<p class=""p1""><b>PIGMENTATION:</b> High pigment and long lasting wear</p>
<p class=""p1""><b>TEXTURE:</b> Comfortable and wearable matte</p>
<p><b>BENEFITS: </b><span style=""font-weight: 400;"">A natural sunscreen, Moisturizer, Emollient, Anti-aging against fine lines and wrinkles, Detoxification, Repairs</span></p>
<p><span style=""font-weight: 400;"">Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your lip color to be handcrafted.</span></p>
<p> </p>",findingferdinand2,Beauty,"",true,Title,Default Title,,,,,SA16,3,shopify,5,deny,manual,6.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Mini_Nolita_b5d61942-103b-4689-b6f0-9c26a37cd9e4.jpg?v=1501596977,1,,false,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-nolita-lip-color,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Nolita_Finding_Ferdinand_Lip_Stick.png?v=1501596977,2,,,,,,,,,,,,,,,,,,,,
finding-ferdinand-nolita-lip-color,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Circles_Nolita.jpg?v=1501596977,3,,,,,,,,,,,,,,,,,,,,
summer-palette-2017,The Summer Collection Kit,"<p>Spring into summer with this colorful collection of eyeshadows and the ultimate fun-girl lipstick curated especially for the adventurous. </p>
<p>The Summer Collection Kit plays on the trending pops of color for the season, sure to draw all eyes on you.</p>
<h3><b>PRODUCT DETAILS:</b></h3>
<p><b>SUMMER COLLECTION OVERSHADOW PALETTE</b></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Net Weight: 0.51oz</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Palette Dimensions: 14.5cm x 11cm x 1.3cm</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Magnetic base allows you to easily refill a shade</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Full mirror that holds its weight so you can get ready anywhere</span></li>
</ul>
<p><b>EYESHADOW COLORS</b></p>
<ul>
<li>
<a href=""https://www.findingferdinand.com/collections/summer-2017/products/eyeshadow-flat-white-b60"" target=""_blank"" title=""Cream eyeshadow"" rel=""noopener noreferrer"">Flat White</a>: Warm tone, cream-colored eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/summer-2017/products/eyeshadow-longhorn-b35"" target=""_blank"" title=""golden yellow eyeshadow"" rel=""noopener noreferrer"">Longhorn</a>: Warm tone, golden eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/summer-2017/products/eyeshadow-sherbert-a21"" target=""_blank"" title=""shimmery peach eyeshadow"" rel=""noopener noreferrer"">Sherbert</a>: Warm tone, peach eyeshadow with a shimmery gold finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/summer-2017/products/eyeshadow-bellini-punch-b117"" target=""_blank"" title=""matte peach eyeshadow"" rel=""noopener noreferrer"">Bellini Punch</a>: Warm tone, peach eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/summer-2017/products/eyeshadow-succulent-b76"" target=""_blank"" title=""metallic green eyeshadow"" rel=""noopener noreferrer"">Succulent</a>: Cool tone, green eyeshadow with a metallic finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/summer-2017/products/eyeshadow-go-blue-b92"" target=""_blank"" title=""metallic blue eyeshadow"" rel=""noopener noreferrer"">Go Blue</a>: Cool tone, blue-grey with a metallic finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/summer-2017/products/eyeshadow-pajama-party-b67"" target=""_blank"" title=""matte mauve eyeshadow"" rel=""noopener noreferrer"">Pajama Party</a>: Cool tone, mauve-y taupe eyeshadow with a matte finish</li>
<li>
<a href=""https://www.findingferdinand.com/collections/summer-2017/products/eyeshadow-platinum-b77"" target=""_blank"" title=""metallic silver eyeshadow"" rel=""noopener noreferrer"">Platinum</a>: Cool tone, silver eyeshadow with a metallic finish </li>
</ul>
<p><b>BOOZY BRUNCH MINI LIP STICK</b></p>
<p>High-pigment lip sample in a vibrant cranberry-fuchsia, the perfect mix of pinks and purple.</p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Net Weight: 0.04oz</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Dimensions: 15mm x 15mm x 55.3mm</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">High-pigment for long lasting wear</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Moisturizing blend of botanical oils that allow lip colors to apply smoothly</span></li>
</ul>
<p><a href=""https://www.findingferdinand.com/products/boozy-brunch"" target=""_blank"" title=""Bright fuchsia lipstick"" rel=""noopener noreferrer"">See full description here</a>.</p>
<p><b>EXTRA GOODIES</b></p>
<p><span style=""font-weight: 400;"">Receive a </span><a href=""https://www.findingferdinand.com/products/ffgirl-sticker-set""><span style=""font-weight: 400;"">complimentary FFgirl Sticker Set</span></a><span style=""font-weight: 400;""> and </span><a href=""https://www.findingferdinand.com/collections/brushes/products/dual-eye-brush""><span style=""font-weight: 400;"">Dual-End Eye Brush</span></a><span style=""font-weight: 400;""> with each kit.</span></p>
<p><b>BENEFITS:</b>Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our <a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your products to be handpacked.</span></p>
<p> </p>",Finding Ferdinand,Beauty,"",true,Title,Default Title,,,,,"",227,shopify,10,deny,manual,60.00,72.00,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Product_Page_Image.png?v=1496443609,1,,false,,,,,,,,,,,,,,,,,lb,
summer-palette-2017,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Summer_Palette_Eyes.png?v=1496443609,2,,,,,,,,,,,,,,,,,,,,
summer-palette-2017,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Mini-Lip-Stick-Boozy-Brunch.png?v=1496443644,3,,,,,,,,,,,,,,,,,,,,
summer-palette-2017,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Stickers_FF-Girl-Sticker-Set.png?v=1496443726,4,,,,,,,,,,,,,,,,,,,,
ff-vip-package,FF VIP Package,"",Finding Ferdinand,"","",false,Title,Default Title,,,,,"",0,,1,deny,manual,150.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Overnight-Palette_Bundle-1.png?v=1491859073,1,,false,,,,,,,,,,,,,,,,,lb,
esther-santers-overnight-palette,Esther Santer,"<h3>Meet Esther Santer</h3>
<p>Get some tidbits on how she creates the perfect eye look. Esther Santer is the EIC of <a href=""http://esthersanter.com/"" title=""Esther Santer"" target=""_blank"">Esthersanter.com </a></p>
<p><strong><iframe src=""https://player.vimeo.com/video/205311340"" width=""640"" height=""360"" frameborder=""0"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen=""""></iframe> </strong></p>
<meta charset=""utf-8"">
<p>Color Guide Article Coming Soon!</p>
<p><strong><a href=""https://vimeo.com/205311340""></a></strong><strong>Description</strong></p>
<meta charset=""utf-8"">
<p><span>Have everything you need for a night out - and flawless touch-ups the next morning -- all conveniently packed in a portable palette.</span></p>
<p><strong>Palette Details</strong></p>
<meta charset=""utf-8"">
<p>Size 14.5 cm x 11 cm x 1.3 cm</p>
<p>Full Mirror that holds its weight so you can get ready anywhere.</p>
<meta charset=""utf-8"">
<p><strong>TOP ROW - CHEEKS</strong></p>
<p>Pink Glow</p>
<p>Golden Glow</p>
<p>Happy Hour Blush </p>
<meta charset=""utf-8"">
<p><strong>BOTTOM ROW - EYES</strong></p>
<p>Zodiac</p>
<p>Trench Coat</p>
<p>Cafe Au Lait</p>
<p>Pajama Party</p>
<p>Cauldron</p>
<p><strong>EXTRA GOODIES</strong></p>
<p>FFGirl Sticker Set</p>",Finding Ferdinand,"",FFGirl,true,Title,Default Title,,,,,"",0,shopify,10,deny,manual,56.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Esther_Santer_Headshot.jpg?v=1487810961,1,,false,,,,,,,,,,,,,,,,,lb,
esther-santers-overnight-palette,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Overnight_Palette_Esther_Santer.jpg?v=1487810961,2,,,,,,,,,,,,,,,,,,,,
esther-santers-overnight-palette,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Overnight_Collection_c2ed58ff-cdbc-4642-b1f9-edbbef14e347.jpg?v=1487810961,3,,,,,,,,,,,,,,,,,,,,
a-blogs-style-angella-adonie,Angella Andonie,"<h3>Meet Angella Andonie </h3>
<p>Angella is the queen of glow and runs the blog, <a href=""http://www.ablogstyle.com/blog/"" title=""A Blog Style Angella Adonie"">A Blog Style</a>. She masters highlighter like a boss, and her color picks will give you the perfect dewy look. </p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/L2_tmSR6-10"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<p><a href=""/blogs/color-guide/how-to-look-more-awake-with-a-blog-styles-angella-adonie"" target=""_blank"" title=""Angella Andonie Overnight Palette"" rel=""noopener noreferrer""><img src=""//cdn.shopify.com/s/files/1/1099/1078/files/Finding_Ferdinand_Color_Guide_Button_large.jpg?v=1487480623"" alt=""Color Guide Button""></a></p>
<p><strong>Description</strong></p>
<meta charset=""utf-8"">
<p><span>Have everything you need for a night out - and flawless touch-ups the next morning -- all conveniently packed in a portable palette.</span></p>
<p><strong>Palette Details</strong></p>
<meta charset=""utf-8"">
<p>Size 14.5 cm x 11 cm x 1.3 cm</p>
<p>Full Mirror that holds its weight so you can get ready anywhere.</p>
<meta charset=""utf-8"">
<p><strong>TOP ROW - CHEEKS</strong></p>
<p>Golden Glow</p>
<p>Pink Glow</p>
<p>Cocoa Bronze</p>
<meta charset=""utf-8"">
<p><strong>BOTTOM ROW - EYES</strong></p>
<p>Trench Coat</p>
<p>Sleeping Beauty</p>
<p>Flora</p>
<p>Olympian</p>
<p>Honey Moon</p>
<meta charset=""utf-8"">
<p><strong>EXTRA GOODIES</strong></p>
<p>FFGirl Sticker Set</p>
<p>2 Dual-End Brush Set</p>",Finding Ferdinand,"",FFGirl,true,Title,Default Title,,,,,"",0,shopify,10,deny,manual,56.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Angella_Adonie_Headshot.jpg?v=1487489390,1,,false,,,,,,,,,,,,,,,,,lb,
a-blogs-style-angella-adonie,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Overnight_Palette_Angella_Adonie.jpg?v=1487489390,2,,,,,,,,,,,,,,,,,,,,
a-blogs-style-angella-adonie,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Overnight_Collection.jpg?v=1487489504,3,,,,,,,,,,,,,,,,,,,,
the-lingerie-palette,The Lingerie Palette,"<p style=""text-align: center;""><span style=""color: #ea9999;""><strong>Sorry! We're SOLD OUT!</strong></span></p>
<p>The perfect Valentine's day gift for yourself or someone you love. The Lingerie Palette is all about feeling good and looking good. Bonus, it comes with Pillowtalk as a gift with purchase. The sultry lip color that's perfect for any date night.</p>
<p>Have everything you need for a night out - and flawless touch-ups the next morning -- all conveniently packed in a portable palette. </p>
<h3><strong>Product Details + </strong></h3>
<p>Size 14.5 cm x 11 cm x 1.3 cm</p>
<p>Full Mirror that holds its weight so you can get ready anywhere. </p>
<p><strong>Top Row - Cheeks</strong></p>
<p><a href=""/products/highlighter-golden-glow-shimmer-powder"" target=""_blank"">Golden Glow</a> - This universal cream- colored highlighter is LIFE! It's flattering on anyone who wants to add a subtle glow here and there. </p>
<p><a href=""/products/highlighter-pink-glow-shimmer-powder"" target=""_blank"">Pink Glow</a> - Universal pink highlighter</p>
<p><a href=""/products/blush-lingerie-18"" target=""_blank"">Lingerie</a> - Warm tone, light peach blush with a shimmery finish</p>
<p><strong>Bottom Row - Eyes</strong></p>
<p><a href=""/products/eyeshadow-flora-a15"">Flora</a> - Cool tone, rose eyeshadow with a matte finish</p>
<p><a href=""/products/eyeshadow-orchid-b26"" target=""_blank"">Orchid</a> - Cool tone, pink-purple eyeshadow with a shimmery finish</p>
<p><a href=""/products/eyeshadow-sleeping-beauty-b101"" target=""_blank"">Sleeping Beauty</a> - Warm tone, pink eyeshadow with a shimmery finish</p>
<p><a href=""/products/eyeshadow-dragonfruit-b59"" target=""_blank"">Dragon Fruit</a> - Warm tone, pink-purple eyeshadow with a slightly shimmery finish</p>
<p><a href=""/products/eyeshadow-sugar-plum-b53"" target=""_blank"">Sugar Plum</a> - Warm tone, purple eyeshadow with a glittery finish</p>
<h3>Gift With Purchase + </h3>
<p>Complimentary FFgirl sticker set with each palette.</p>
<p>Pillowtalk Mini Lipstick</p>",findingferdinand2,palette,"all in one, Overnight, palette, travel",false,Title,Default Title,,,,,"",0,shopify,0,deny,manual,56.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/The_Lingerie_Palette_Set.jpg?v=1486433638,1,,false,,,,,,,,,,,,,,,,,lb,
the-lingerie-palette,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Pillowtalk_Pink_Lipstick.jpg?v=1486433638,2,,,,,,,,,,,,,,,,,,,,
the-lingerie-palette,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Overnight_Palette_Closed_v2_2eaa9b6d-b875-4e84-95c9-dfc22e66b9c9.jpeg?v=1486433638,3,,,,,,,,,,,,,,,,,,,,
the-lingerie-palette,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Stickers_481fedb4-512c-448e-b45d-01832473b71e.jpg?v=1486433638,4,,,,,,,,,,,,,,,,,,,,
app-custom-lip-tint,APP Custom Lip Tint,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<h3>*Note: Au Naturel is currently SOLD OUT. We are working on getting it back in stock and will email you once it becomes available again. </h3>
<h3>Description:</h3>
<p>Sheer, buildable color with the hydration of a balm, the convenience of a twistable crayon packaging, and now the ability to create the perfect color for yourself, the Finding Ferdinand Lip Tint is customizable. Create a color that you love, with the shade that perfectly compliments you. Submit to Finding Ferdinand your custom color mix recipe, and we will hand make your Lip Tint in our studio for an even more personal experience. </p>
<meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>Instructions:</strong></p>
<div style=""padding-left: 30px;"">1. Give the color a name.</div>
<div style=""padding-left: 30px;"">2. Select the colors you used from the palette.</div>
<div style=""padding-left: 60px;"">*Maximum number of colors allowed: 4</div>
<div style=""padding-left: 30px;"">3. Choose the intensity of each color.</div>
<div style=""padding-left: 30px;"">4. Add to Cart and we'll start mixing!</div>
<div></div>
<p>It can take up to approximately 3 days to produce the color. </p>
<div></div>
<h3><strong>Lip Tint Details:</strong></h3>
<ul>
<li class=""li1"">
<span class=""s1""></span>Net Weight: 0.12 oz</li>
<li class=""li1"">
<span class=""s1""></span>Dimensions: 16mm x 110mm</li>
<li>Sheer, buildable color</li>
<li>Moisturizing blend of botanical oils that allow color to go on smoothly</li>
</ul>
<meta charset=""utf-8"">
<p><strong>Pigmentation:</strong> Sheer, buildable color</p>
<p><strong>Texture:</strong> Smooth and balmy without being sticky or too glossy</p>
<p><strong>Key Ingredients: </strong>Castor Oil, Grapeseed Oil, Jojoba Oil, Argan Oil</p>
<p><strong>Benefits: </strong>A natural sunscreen, Moisturizer, Emollient, Anti-aging against fine lines and wrinkles, Detoxification, Repairs</p>
<meta charset=""utf-8"">
<p class=""p1"">Finding Ferdinand does not test on animals and formulates without <a href=""http://www.breastcancerfund.org/clear-science/radiation-chemicals-and-breast-cancer/parabens.html""><span class=""s1"">Parabens</span></a>, Mineral Oil, <a href=""http://www.breastcancerfund.org/clear-science/radiation-chemicals-and-breast-cancer/phthalates.html?""><span class=""s1"">Phthalates</span></a>, <a href=""http://www.fda.gov/ForConsumers/ConsumerUpdates/ucm205999.htm""><span class=""s1"">Triclosan</span></a>, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten.</p>
<h3><strong>Shipping Details:</strong></h3>
<p>It takes approximately 2-3 business days for your lip color to be handcrafted.</p>
<p>*Complimentary shipping on all domestic orders. </p>",findingferdinand2,Beauty,"app, chubby stick, lips",false,Title,Default Title,,,,,FF06,227,shopify,1494,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding_Ferdinand_Custom_Lip_Tint_714a0f34-bfef-4b5d-b4d2-3fe5f2009f61.jpg?v=1498576391,1,,false,,,,health & beauty,,,,,,true,,,,,,,lb,
